run_id,cell_id,indicator,n_samples,slope,slope_ci_lo,slope_ci_hi,mk_z,mk_p_value,lag1_rho,q_value,bh_reject,significant
wosar2026_a1_r02,a1,gpu.ecc_sb_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r02,a1,gpu.gpu_util_percent,2101,0.0,0.0,0.0,-1.6241,0.104354,0.985693,0.2356629077490775,False,False
wosar2026_a1_r02,a1,gpu.mem_clock_mhz,2101,0.0,0.0,0.0,-1.734,0.0829173,0.985698,0.2037604015936255,False,False
wosar2026_a1_r02,a1,gpu.mem_util_percent,2101,0.0,0.0,0.0,-1.734,0.0829173,0.985698,0.2037604015936255,False,False
wosar2026_a1_r02,a1,gpu.power_draw_w,2101,-0.0291598,-0.215149,0.136356,-0.967553,0.333268,0.980165,0.5761582372881355,False,False
wosar2026_a1_r02,a1,gpu.sm_clock_mhz,2101,0.0,0.0,0.0,-1.73561,0.0826332,0.985694,0.2037604015936255,False,False
wosar2026_a1_r02,a1,gpu.temperature_c,2101,0.0,0.0,0.0,-1.22198,0.221717,0.983709,0.41369147560975605,False,False
wosar2026_a1_r02,a1,gpu.vram_used_bytes,2101,0.0,-94218900.0,0.0,-2.04303,0.0410492,0.986064,0.1294954144329897,False,False
wosar2026_a1_r02,a1,proc.cpu_percent,2032,0.00645856,0.0,0.010084,2.87582,0.00402977,0.182985,0.01941904913385827,True,False
wosar2026_a1_r02,a1,proc.involuntary_ctx_switches_rate,2032,3.50677e-08,3.81452e-09,9.2274e-08,3.40455,0.000662737,0.710509,0.003862809942857143,True,True
wosar2026_a1_r02,a1,proc.io_read_bytes_rate,2032,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r02,a1,proc.io_read_count_rate,2032,-6.92282e-05,-0.00642598,-2.47376e-06,-2.17797,0.0294085,0.023296,0.09931213186813187,True,True
wosar2026_a1_r02,a1,proc.io_write_bytes_rate,2032,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r02,a1,proc.io_write_count_rate,2032,0.1165,-0.0583877,0.291045,1.13955,0.254476,0.0590438,0.46324949554896133,False,False
wosar2026_a1_r02,a1,proc.num_fds,2032,0.0,0.0,0.0,0.418336,0.675702,0.0900042,0.9313730270270271,False,False
wosar2026_a1_r02,a1,proc.num_threads,2032,0.0,0.0,0.0,-1.73035,0.0835684,0.0,0.2037604015936255,False,False
wosar2026_a1_r02,a1,proc.pss_bytes,2032,13165.7,12897.8,13450.3,3.61925,0.00029546,0.0171259,0.0019443174193548385,True,True
wosar2026_a1_r02,a1,proc.rss_bytes,2032,13156.3,0.0,17956.3,3.60992,0.000306292,0.99,0.001994156425531915,True,False
wosar2026_a1_r02,a1,proc.uss_bytes,2032,13165.7,12901.5,13444.2,3.61925,0.00029546,0.00501669,0.0019443174193548385,True,True
wosar2026_a1_r02,a1,proc.vms_bytes,2032,0.0,0.0,0.0,1.80799,0.0706073,0.99,0.192051856,False,False
wosar2026_a1_r02,a1,proc.voluntary_ctx_switches_rate,2032,-0.00435805,-0.00861869,-9.72785e-06,-2.1375,0.0325573,0.0205102,0.10888015081967212,False,False
wosar2026_a1_r02,a1,system.cpu_percent_total,2101,-0.00242424,-0.00853728,0.0,-1.61576,0.106146,0.829619,0.23687947826086958,False,False
wosar2026_a1_r02,a1,system.fd_allocated,2101,-1.59019,-3.1711,-0.266798,-6.56003,5.37974e-11,0.973215,2.5326160615384618e-09,True,True
wosar2026_a1_r02,a1,system.load_avg_1m,2101,-0.00454672,-0.0120204,0.00247797,-2.39045,0.0168276,0.917047,0.061249611834319526,True,False
wosar2026_a1_r02,a1,system.mem_used_bytes,2101,1455230.0,274418.0,2405270.0,7.89339,2.88658e-15,0.987395,2.2082337e-13,True,True
wosar2026_a1_r02,a1,system.swap_used_bytes,2101,320799.0,0.0,554822.0,1.94616,0.0516352,0.99,0.1526605913043478,False,False
wosar2026_a1_r03,a1,client.drop_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,client.e2e_p50,2101,-0.00389322,-0.00738142,-0.000397664,-2.48729,0.0128721,0.0166572,0.05049823846153846,True,True
wosar2026_a1_r03,a1,client.e2e_p95,2101,0.00232781,-0.0157254,0.0203115,0.309091,0.757252,0.0106972,1.0,False,False
wosar2026_a1_r03,a1,client.e2e_p99,2101,0.00594536,-0.0232435,0.0354123,0.462386,0.643805,0.0101448,0.9036895871559633,False,False
wosar2026_a1_r03,a1,client.tokens_per_sec,2101,-0.192664,-0.375973,-0.00817236,-2.00006,0.0454942,0.0334997,0.139212252,False,False
wosar2026_a1_r03,a1,client.ttft_p50,2101,-1.71006e-05,-7.42024e-05,3.99262e-05,-0.529907,0.596176,0.00908763,0.8666501472684086,False,False
wosar2026_a1_r03,a1,client.ttft_p99,2101,0.000105279,-0.000250795,0.000460281,1.70326,0.0885189,0.0024273,0.21079208871595329,False,False
wosar2026_a1_r03,a1,gpu.ecc_db_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,gpu.ecc_sb_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,gpu.gpu_util_percent,2101,0.0,0.0,0.0,1.10218,0.270386,0.0,0.48669480000000004,False,False
wosar2026_a1_r03,a1,gpu.mem_clock_mhz,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,gpu.mem_util_percent,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,gpu.power_draw_w,2101,-0.0243376,-0.039439,-0.00918483,-4.51012,6.47921e-06,0.0535797,6.6644454e-05,True,True
wosar2026_a1_r03,a1,gpu.sm_clock_mhz,2101,0.0,0.0,0.0,0.0374204,0.97015,0.0,1.0,False,False
wosar2026_a1_r03,a1,gpu.temperature_c,2101,0.0,0.0,0.0,-1.63546,0.101953,0.524082,0.2324894721189591,False,False
wosar2026_a1_r03,a1,gpu.vram_used_bytes,2101,0.0,0.0,0.0,1.68258,0.0924567,0.980224,0.21596755877862595,False,False
wosar2026_a1_r03,a1,proc.cpu_percent,2101,0.0,-0.00365631,0.0,-1.87462,0.0608445,0.0592725,0.17003120547945205,False,False
wosar2026_a1_r03,a1,proc.involuntary_ctx_switches_rate,2101,-0.0165446,-0.0183862,-0.014697,-6.25096,4.07949e-10,0.51418,1.4686164000000003e-08,True,True
wosar2026_a1_r03,a1,proc.io_read_bytes_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,proc.io_read_count_rate,2101,4.10827e-06,-1.86865e-05,0.000113053,0.430452,0.666867,0.0163969,0.9280882636363637,False,False
wosar2026_a1_r03,a1,proc.io_write_bytes_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,proc.io_write_count_rate,2101,-0.128776,-0.296357,0.0394469,-1.2648,0.205944,0.0648263,0.39020968421052626,False,False
wosar2026_a1_r03,a1,proc.num_fds,2101,0.0,0.0,0.0,-1.52576,0.127069,0.0727238,0.26632269863013697,False,False
wosar2026_a1_r03,a1,proc.num_threads,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a1_r03,a1,proc.pss_bytes,2101,12225.8,0.0,20658.9,3.31318,0.000922425,0.99,0.005212370618181818,True,False
wosar2026_a1_r03,a1,proc.rss_bytes,2101,12215.5,0.0,20653.2,3.30883,0.000936864,0.99,0.005212370618181818,True,False
wosar2026_a1_r03,a1,proc.uss_bytes,2101,12215.5,0.0,20653.2,3.30883,0.000936864,0.99,0.005212370618181818,True,False
wosar2026_a1_r03,a1,proc.vms_bytes,2101,0.0,0.0,0.0,1.73404,0.0829112,0.987659,0.2037604015936255,False,False
wosar2026_a1_r03,a1,proc.voluntary_ctx_switches_rate,2101,0.00616968,3.56653e-05,0.0101973,2.98405,0.00284457,0.0238802,0.01441674743801653,True,True
wosar2026_a1_r03,a1,system.cpu_percent_total,2101,0.00236967,0.0,0.00505334,4.50215,6.72703e-06,0.510797,6.749085836065573e-05,True,False
wosar2026_a1_r03,a1,system.fd_allocated,2101,-0.66764,-1.05705,-0.279503,-2.83652,0.00456081,0.764538,0.0216373311627907,True,True
wosar2026_a1_r03,a1,system.load_avg_1m,2101,0.000785156,-0.00290425,0.00445053,0.629385,0.529097,0.767608,0.7980374482758622,False,False
wosar2026_a1_r03,a1,system.mem_used_bytes,2101,1909410.0,1730560.0,2090300.0,5.66946,1.43244e-08,0.652066,3.6527220000000003e-07,True,True
wosar2026_a1_r03,a1,system.swap_used_bytes,2101,0.0,-2710.59,47734.6,0.57283,0.56676,0.986009,0.8320661007194244,False,False
wosar2026_a2_r01,a2,client.drop_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,client.e2e_p50,2076,0.000192929,-0.00381983,0.00421375,0.113513,0.909624,0.0500296,1.0,False,False
wosar2026_a2_r01,a2,client.e2e_p95,2076,0.00428383,-0.0159806,0.0244837,0.532395,0.594452,0.0454073,0.8662014857142857,False,False
wosar2026_a2_r01,a2,client.e2e_p99,2076,0.0399456,0.00203158,0.0776063,3.02436,0.00249162,0.0755601,0.013033089230769231,True,True
wosar2026_a2_r01,a2,client.tokens_per_sec,2076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,client.ttft_p50,2076,-1.13533e-07,-1.73817e-07,-5.53848e-08,-2.38858,0.0169137,0.775821,0.061249611834319526,True,True
wosar2026_a2_r01,a2,client.ttft_p99,2076,-7.96122e-07,-1.04566e-06,-5.63401e-07,-5.05616,4.27786e-07,0.0,6.712949538461538e-06,True,True
wosar2026_a2_r01,a2,gpu.ecc_db_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,gpu.ecc_sb_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,gpu.gpu_util_percent,2101,0.0,0.0,0.0,-2.75797,0.00581611,0.962319,0.026366365333333336,True,False
wosar2026_a2_r01,a2,gpu.mem_clock_mhz,2101,0.0,0.0,0.0,-1.73436,0.082855,0.959994,0.2037604015936255,False,False
wosar2026_a2_r01,a2,gpu.mem_util_percent,2101,0.0,0.0,0.0,-1.63433,0.102189,0.961158,0.2324894721189591,False,False
wosar2026_a2_r01,a2,gpu.power_draw_w,2101,0.015997,-0.112244,0.141653,0.981891,0.326153,0.94614,0.5686770256410256,False,False
wosar2026_a2_r01,a2,gpu.sm_clock_mhz,2101,0.0,0.0,0.0,-2.34575,0.0189889,0.968745,0.0667885448275862,True,False
wosar2026_a2_r01,a2,gpu.temperature_c,2101,0.0,0.0,0.0,1.40741,0.159306,0.947143,0.3175741758957655,False,False
wosar2026_a2_r01,a2,gpu.vram_used_bytes,2101,0.0,0.0,0.0,-1.73415,0.0828907,0.961532,0.2037604015936255,False,False
wosar2026_a2_r01,a2,proc.cpu_percent,2076,0.0,0.0,0.0,1.33799,0.1809,0.396521,0.3545292611464968,False,False
wosar2026_a2_r01,a2,proc.involuntary_ctx_switches_rate,2076,0.262335,0.207609,0.312542,2.59588,0.00943481,0.82167,0.03901421432432432,True,True
wosar2026_a2_r01,a2,proc.io_read_bytes_rate,2076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,proc.io_read_count_rate,2076,-0.0127514,-0.0243626,-7.08191e-06,-2.01288,0.0441274,0.0956904,0.13603130050251255,False,False
wosar2026_a2_r01,a2,proc.io_write_bytes_rate,2076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,proc.io_write_count_rate,2076,-0.0126488,-0.0242065,-6.59947e-06,-1.99045,0.0465417,0.094639,0.1417090567164179,False,False
wosar2026_a2_r01,a2,proc.num_fds,2076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,proc.num_threads,2076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r01,a2,proc.pss_bytes,2076,42873.2,16930.9,61934.5,4.92271,8.53544e-07,0.99,1.274070556097561e-05,True,True
wosar2026_a2_r01,a2,proc.rss_bytes,2076,43288.3,17825.2,62045.3,5.14327,2.69998e-07,0.99,4.440833052631579e-06,True,True
wosar2026_a2_r01,a2,proc.uss_bytes,2076,42514.1,15562.6,61892.9,4.91024,9.09639e-07,0.99,1.3254739714285714e-05,True,True
wosar2026_a2_r01,a2,proc.vms_bytes,2076,37538.5,0.0,63103.9,3.16348,0.00155897,0.99,0.008369207368421052,True,False
wosar2026_a2_r01,a2,proc.voluntary_ctx_switches_rate,2076,-0.0280511,-0.065891,0.00905947,-1.27443,0.202511,0.132607,0.38489668322981363,False,False
wosar2026_a2_r01,a2,system.cpu_percent_total,2101,0.0,-0.00349243,0.00453172,0.5024,0.615386,0.825998,0.880845308411215,False,False
wosar2026_a2_r01,a2,system.fd_allocated,2101,-0.551302,-1.42302,0.314136,-2.36551,0.0180054,0.944498,0.06406572558139535,True,False
wosar2026_a2_r01,a2,system.load_avg_1m,2101,-0.000200327,-0.00717918,0.00666177,-0.175608,0.860602,0.92283,1.0,False,False
wosar2026_a2_r01,a2,system.mem_used_bytes,2101,3184680.0,2564150.0,3778800.0,9.46613,0.0,0.967918,0.0,True,True
wosar2026_a2_r01,a2,system.swap_used_bytes,2101,381679.0,-7299.8,641123.0,1.49002,0.136219,0.99,0.2793585551839465,False,False
wosar2026_a2_r02,a2,client.drop_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,client.e2e_p50,2030,-0.00251056,-0.00676204,0.00171988,-1.54328,0.122763,0.0707671,0.2599628275862069,False,False
wosar2026_a2_r02,a2,client.e2e_p95,2030,-0.0154906,-0.0374816,0.00658946,-1.62798,0.103529,0.0625198,0.23466573333333332,False,False
wosar2026_a2_r02,a2,client.e2e_p99,2030,-0.0376355,-0.0749728,0.000638227,-1.96367,0.0495685,0.00750718,0.1486652487804878,False,False
wosar2026_a2_r02,a2,client.tokens_per_sec,2030,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,client.ttft_p50,2030,0.0,-4.02961e-08,4.3244e-08,0.133755,0.893596,0.800972,1.0,False,False
wosar2026_a2_r02,a2,client.ttft_p99,2030,-1.56405e-07,-2.38161e-07,-7.92843e-08,-3.75169,0.000175647,0.0,0.0011812743296703296,True,True
wosar2026_a2_r02,a2,gpu.ecc_db_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,gpu.ecc_sb_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,gpu.gpu_util_percent,2101,0.0,0.0,0.0,-1.76129,0.0781892,0.985842,0.2037604015936255,False,False
wosar2026_a2_r02,a2,gpu.mem_clock_mhz,2101,0.0,0.0,0.0,-1.73392,0.0829329,0.986094,0.2037604015936255,False,False
wosar2026_a2_r02,a2,gpu.mem_util_percent,2101,0.0,0.0,0.0,-1.61699,0.105881,0.985516,0.23687947826086958,False,False
wosar2026_a2_r02,a2,gpu.power_draw_w,2101,-0.0784734,-0.31643,0.138645,-2.46166,0.0138297,0.977063,0.05390940382165605,True,False
wosar2026_a2_r02,a2,gpu.sm_clock_mhz,2101,0.0,0.0,0.0,-1.69001,0.0910267,0.985928,0.21344191724137931,False,False
wosar2026_a2_r02,a2,gpu.temperature_c,2101,0.0,-0.0461538,0.0,-1.60574,0.108331,0.981427,0.23848407194244603,False,False
wosar2026_a2_r02,a2,gpu.vram_used_bytes,2101,0.0,0.0,0.0,-1.73392,0.0829329,0.986094,0.2037604015936255,False,False
wosar2026_a2_r02,a2,proc.cpu_percent,2030,0.0,0.0,0.0,2.90596,0.0036613,0.378514,0.0179257248,True,False
wosar2026_a2_r02,a2,proc.involuntary_ctx_switches_rate,2030,0.303233,0.253261,0.348177,2.71958,0.00653652,0.762669,0.029199636788321163,True,True
wosar2026_a2_r02,a2,proc.io_read_bytes_rate,2030,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,proc.io_read_count_rate,2030,0.00702612,-0.00361466,0.019827,1.02263,0.306482,0.101148,0.5389855862068965,False,False
wosar2026_a2_r02,a2,proc.io_write_bytes_rate,2030,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,proc.io_write_count_rate,2030,0.00699389,-0.003549,0.0198026,1.05787,0.290116,0.101551,0.5161366046511627,False,False
wosar2026_a2_r02,a2,proc.num_fds,2030,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,proc.num_threads,2030,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r02,a2,proc.pss_bytes,2030,4871.89,1270.08,91509.7,2.62998,0.00853902,0.986557,0.03604055337931034,True,True
wosar2026_a2_r02,a2,proc.rss_bytes,2030,3177.93,1340.51,97958.8,4.07773,4.54768e-05,0.99,0.0003568179692307692,True,True
wosar2026_a2_r02,a2,proc.uss_bytes,2030,5851.43,1402.74,87353.0,2.37821,0.0173969,0.982882,0.0624758947368421,True,True
wosar2026_a2_r02,a2,proc.vms_bytes,2030,0.0,0.0,92931.4,1.85175,0.0640624,0.99,0.17732865405405404,False,False
wosar2026_a2_r02,a2,proc.voluntary_ctx_switches_rate,2030,0.00542654,-0.0323246,0.0443772,0.284799,0.775798,0.0727266,1.0,False,False
wosar2026_a2_r02,a2,system.cpu_percent_total,2101,-0.00247729,-0.00868936,0.0,-1.50832,0.131472,0.831696,0.27367640816326533,False,False
wosar2026_a2_r02,a2,system.fd_allocated,2101,-1.59763,-3.3526,-0.154072,-6.77937,1.20703e-11,0.977234,6.715476e-10,True,True
wosar2026_a2_r02,a2,system.load_avg_1m,2101,-0.00453162,-0.0118041,0.00234503,-2.35957,0.0182959,0.912758,0.06472306820809248,True,False
wosar2026_a2_r02,a2,system.mem_used_bytes,2101,1446510.0,55588.6,2530130.0,8.08157,6.66134e-16,0.989774,6.7945668e-14,True,True
wosar2026_a2_r02,a2,system.swap_used_bytes,2101,322503.0,0.0,555706.0,1.94974,0.0512071,0.99,0.15212983106796116,False,False
wosar2026_a2_r03,a2,client.drop_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,client.e2e_p50,2101,0.0031719,-0.000999956,0.0073172,1.48096,0.138616,0.0774319,0.28277663999999997,False,False
wosar2026_a2_r03,a2,client.e2e_p95,2101,0.0194691,-0.00108415,0.0402182,2.406,0.0161284,0.0523156,0.05946133012048193,True,False
wosar2026_a2_r03,a2,client.e2e_p99,2101,0.0382771,0.00179819,0.0750673,1.81418,0.0696503,0.0392847,0.19029456964285713,False,False
wosar2026_a2_r03,a2,client.tokens_per_sec,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,client.ttft_p50,2101,-1.0776e-07,-1.8811e-07,-3.33453e-08,-0.62085,0.534698,0.693684,0.8005975024390244,False,False
wosar2026_a2_r03,a2,client.ttft_p99,2101,-3.9212e-07,-7.05018e-07,-1.10341e-07,-0.672573,0.501219,0.0,0.7707186633165828,False,False
wosar2026_a2_r03,a2,gpu.ecc_db_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,gpu.ecc_sb_volatile,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,gpu.gpu_util_percent,2101,0.0,0.0,0.0,0.42323,0.672127,0.149302,0.929628,False,False
wosar2026_a2_r03,a2,gpu.mem_clock_mhz,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,gpu.mem_util_percent,2101,0.0,0.0,0.0,-0.422148,0.672917,0.0,0.929628,False,False
wosar2026_a2_r03,a2,gpu.power_draw_w,2101,-0.0037558,-0.0267383,0.019377,-0.346856,0.728699,0.134208,0.9866969999999999,False,False
wosar2026_a2_r03,a2,gpu.sm_clock_mhz,2101,0.0,0.0,0.0,0.136581,0.891362,0.0204098,1.0,False,False
wosar2026_a2_r03,a2,gpu.temperature_c,2101,0.0,0.0,0.0,-1.18477,0.23611,0.475938,0.4378767272727272,False,False
wosar2026_a2_r03,a2,gpu.vram_used_bytes,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,proc.cpu_percent,2101,0.0,0.0,0.0,0.214124,0.830451,0.152974,1.0,False,False
wosar2026_a2_r03,a2,proc.involuntary_ctx_switches_rate,2101,0.250908,0.210263,0.290327,2.68701,0.00720957,0.749437,0.03174285496402878,True,True
wosar2026_a2_r03,a2,proc.io_read_bytes_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,proc.io_read_count_rate,2101,-0.00700331,-0.0187005,4.73699e-05,-1.67803,0.0933413,0.0812697,0.2167159227272727,False,False
wosar2026_a2_r03,a2,proc.io_write_bytes_rate,2101,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False
wosar2026_a2_r03,a2,proc.io_write_count_rate,2101,-0.00677709,-0.0184747,7.61496e-05,-1.63798,0.101426,0.0845826,0.23248206741573035,False,False
